consistency,pctl
81.31,10.15046
81.3,10.18216
81.29,10.21158
81.28,10.23517
81.27,10.27575
81.26,10.30593
81.25,10.3318
81.24,10.37137
81.23,10.40105
81.22,10.43021
81.21,10.46623
81.2,10.49565
81.19,10.52305
81.18,10.54663
81.17,10.57884
81.16,10.60218
81.15,10.64859
81.14,10.68157
81.13,10.71784
81.12,10.73889
81.11,10.77288
81.1,10.80382
81.09,10.83857
81.08,10.87712
81.07,10.90071
81.06,10.93292
81.05,10.96589
81.04,10.99886
81.03,11.01713
81.02,11.04959
81.01,11.08738
81,11.12593
80.99,11.16094
80.98,11.18884
80.97,11.22409
80.96,11.25275
80.95,11.28598
80.94,11.30931
80.93,11.35091
80.92,11.38236
80.91,11.41609
80.9,11.45287
80.89,11.48711
80.88,11.52059
80.87,11.55559
80.86,11.58501
80.85,11.62889
80.84,11.65197
80.83,11.67531
80.82,11.70194
80.81,11.74074
80.8,11.76687
80.79,11.79832
80.78,11.84118
80.77,11.87695
80.76,11.91144
80.75,11.95329
80.74,11.98373
80.73,12.02507
80.72,12.05551
80.71,12.08696
80.7,12.1212
80.69,12.15569
80.68,12.18816
80.67,12.2224
80.66,12.26222
80.65,12.2886
80.64,12.32715
80.63,12.369
80.62,12.40755
80.61,12.43697
80.6,12.46665
80.59,12.49962
80.58,12.53132
80.57,12.58078
80.56,12.62111
80.55,12.65383
80.54,12.68934
80.53,12.71521
80.52,12.75148
80.51,12.7842
80.5,12.81996
80.49,12.88109
80.48,12.9138
80.47,12.9516
80.46,12.97417
80.45,13.02287
80.44,13.05254
80.43,13.08298
80.42,13.12229
80.41,13.16211
80.4,13.19788
80.39,13.24784
80.38,13.28081
80.37,13.31784
80.36,13.35132
80.35,13.38125
80.34,13.42082
80.33,13.44821
80.32,13.47738
80.31,13.51619
80.3,13.55347
80.29,13.59608
80.28,13.62804
80.27,13.67496
80.26,13.71199
80.25,13.73837
80.24,13.77743
80.23,13.82664
80.22,13.86265
80.21,13.88497
80.2,13.92885
80.19,13.95472
80.18,13.99632
80.17,14.02777
80.16,14.06581
80.15,14.10005
80.14,14.15053
80.13,14.18426
80.12,14.22332
80.11,14.26948
80.1,14.30372
80.09,14.33517
80.08,14.38311
80.07,14.42242
80.06,14.46757
80.05,14.51322
80.04,14.53453
80.03,14.5637
80.02,14.60174
80.01,14.64537
80,14.68113
79.99,14.72755
79.98,14.76889
79.97,14.7973
79.96,14.83889
79.95,14.87998
79.94,14.90915
79.93,14.94821
79.92,14.98955
79.91,15.02836
79.9,15.07147
79.89,15.10724
79.88,15.15264
79.87,15.20235
79.86,15.23735
79.85,15.26855
79.84,15.31522
79.83,15.35377
79.82,15.40044
79.81,15.42885
79.8,15.46562
79.79,15.50544
79.78,15.54628
79.77,15.59193
79.76,15.63962
79.75,15.68984
79.74,15.72991
79.73,15.77353
79.72,15.80093
79.71,15.84278
79.7,15.8755
79.69,15.90898
79.68,15.94804
79.67,16.00257
79.66,16.05
79.65,16.0888
79.64,16.12735
79.63,16.17529
79.62,16.2179
79.61,16.2595
79.6,16.29628
79.59,16.34497
79.58,16.38226
79.57,16.43451
79.56,16.48701
79.55,16.51618
79.54,16.5631
79.53,16.60216
79.52,16.63412
79.51,16.67292
79.5,16.72416
79.49,16.77336
79.48,16.80304
79.47,16.83829
79.46,16.89638
79.45,16.9329
79.44,16.97881
79.43,17.01026
79.42,17.06961
79.41,17.10258
79.4,17.13834
79.39,17.17563
79.38,17.2223
79.37,17.2715
79.36,17.3169
79.35,17.35063
79.34,17.38361
79.33,17.4247
79.32,17.45995
79.31,17.50256
79.3,17.54669
79.29,17.59844
79.28,17.65145
79.27,17.69989
79.26,17.7458
79.25,17.77776
79.24,17.82645
79.23,17.86424
79.22,17.90153
79.21,17.94591
79.2,17.97508
79.19,18.02201
79.18,18.06614
79.17,18.10241
79.16,18.13792
79.15,18.18585
79.14,18.23201
79.13,18.28452
79.12,18.32535
79.11,18.36061
79.1,18.41057
79.09,18.44583
79.08,18.50822
79.07,18.54957
79.06,18.58102
79.05,18.61348
79.04,18.66903
79.03,18.71494
79.02,18.77276
79.01,18.82755
79,18.8727
