acc,pctl
80.51,99.80553
80.49,99.80767
80.46,99.80793
80.45,99.8082
80.43,99.81007
80.42,99.81033
80.41,99.81087
80.39,99.81193
80.37,99.81273
80.36,99.81487
80.34,99.8154
80.33,99.81594
80.3,99.81807
80.29,99.81834
80.28,99.81914
80.26,99.8194
80.25,99.81967
80.23,99.82047
80.22,99.82074
80.2,99.82127
80.19,99.82154
80.17,99.8218
80.16,99.82234
80.15,99.8226
80,99.83488
79.89,99.83514
79.86,99.83541
79.84,99.83568
79.83,99.83594
79.82,99.83674
79.8,99.83701
79.78,99.83728
79.76,99.83781
79.75,99.83834
79.73,99.83888
79.72,99.83914
79.71,99.83968
79.69,99.84048
79.66,99.84154
79.63,99.84261
79.61,99.84314
79.59,99.84448
79.58,99.84475
79.55,99.84555
79.53,99.84581
79.52,99.84608
79.51,99.84635
79.49,99.84848
79.45,99.84901
79.44,99.84955
79.41,99.85168
79.39,99.85195
79.38,99.85248
79.37,99.85355
79.35,99.85408
79.34,99.85462
79.31,99.85622
79.27,99.85675
79.26,99.85702
79.25,99.85888
79.19,99.85915
79.17,99.86128
79.13,99.86155
79.12,99.86182
79.1,99.86289
79.08,99.86315
79.07,99.86395
79.03,99.86529
79.01,99.86609
79,99.86635
78.99,99.86689
78.95,99.86929
78.92,99.86955
78.89,99.87009
78.87,99.87195
78.86,99.87222
78.85,99.87329
78.83,99.87356
78.82,99.87409
78.8,99.87436
78.79,99.87569
78.76,99.87676
78.74,99.87702
78.72,99.87862
78.69,99.87942
78.68,99.87969
78.67,99.88022
78.65,99.88076
78.63,99.88102
78.62,99.88129
78.61,99.88156
78.57,99.88583
78.53,99.88609
78.51,99.88636
78.5,99.88689
78.49,99.88743
78.48,99.88796
78.47,99.88823
78.46,99.88903
78.45,99.88929
78.43,99.89009
78.41,99.89063
78.38,99.89196
78.36,99.89223
78.34,99.8925
78.33,99.89276
78.31,99.89303
78.29,99.8933
78.26,99.8957
78.22,99.89596
78.18,99.8973
78.17,99.89756
78.16,99.8981
78.15,99.89863
78.13,99.9005
78.11,99.90077
78.08,99.90103
78.05,99.90263
78,99.90397
77.99,99.9045
77.97,99.90637
77.95,99.90663
77.92,99.9077
77.89,99.90823
77.88,99.90877
77.86,99.90903
77.78,99.9133
77.72,99.91357
77.7,99.91384
77.69,99.9141
77.66,99.91437
77.65,99.9149
77.63,99.91517
77.61,99.9157
77.59,99.9173
77.55,99.91784
77.52,99.9181
77.5,99.91971
77.46,99.92051
77.45,99.92104
77.42,99.92211
77.37,99.92237
77.36,99.92344
77.34,99.92371
77.32,99.92397
77.27,99.92584
77.22,99.92664
77.19,99.92744
77.17,99.92771
77.14,99.92904
77.11,99.92931
77.08,99.93091
77.05,99.93171
77.03,99.93198
77.01,99.93278
77,99.93304
76.92,99.93571
76.83,99.93598
76.79,99.93678
76.77,99.93704
76.74,99.93784
76.72,99.93811
76.71,99.93838
76.7,99.93865
76.67,99.93971
76.64,99.93998
76.6,99.94158
76.56,99.94211
76.54,99.94265
76.53,99.94291
76.52,99.94318
76.47,99.94531
76.44,99.94558
76.4,99.94585
76.36,99.94611
76.35,99.94638
76.32,99.94798
76.27,99.94958
76.19,99.95252
76.14,99.95305
76.12,99.95385
76.09,99.95518
76.06,99.95545
76.04,99.95572
76,99.95678
75.96,99.95705
75.93,99.95759
75.91,99.95785
75.9,99.95839
75.86,99.95919
75.81,99.95972
75.76,99.96025
75.71,99.96052
75.68,99.96185
75.64,99.96212
75.61,99.96265
75.56,99.96372
75.53,99.96425
75.52,99.96452
75.51,99.96479
75.47,99.96559
75.44,99.96692
75.42,99.96719
75.41,99.96746
75.38,99.96772
75.36,99.96826
75.34,99.96879
75.32,99.96906
75.31,99.96932
75.29,99.96959
75.26,99.97012
75.24,99.97039
75.2,99.97066
75.17,99.97119
75,99.98159
74.58,99.98186
74.51,99.98213
74.42,99.98266
74.4,99.98293
74.19,99.98319
74.07,99.98373
73.96,99.98399
73.91,99.98426
73.83,99.98453
73.81,99.98479
73.74,99.98506
73.64,99.98533
73.49,99.98559
73.33,99.98586
72.97,99.98613
72.73,99.98666
72.57,99.9872
72.44,99.98746
72.41,99.988
72.34,99.98826
72.22,99.98853
72.09,99.9888
72,99.98906
71.79,99.98933
71.62,99.9896
71.59,99.98986
71.43,99.99146
71.19,99.99173
71.11,99.992
70.9,99.99226
70.54,99.99253
69.64,99.9928
69.57,99.99306
69.14,99.99333
68.99,99.9936
68.29,99.99386
68.25,99.99413
68.06,99.9944
67.84,99.99466
67.37,99.99493
67.16,99.9952
66.99,99.99547
66.67,99.996
65.41,99.99627
65.38,99.99653
65,99.9968
64.84,99.99707
64.71,99.99733
62.79,99.9976
62.26,99.99787
61.46,99.99813
58.33,99.9984
57.8,99.99867
56.41,99.99893
56.36,99.9992
54.95,99.99947
52.17,99.99973
50.91,100
